,Muscle Groups,Exercise,Sets,Reps
Chest + Shoulders + Triceps,,,,
,Chest + Shoulders + Triceps,Bench Press (Barbell),4,5
,Chest + Shoulders + Triceps,Incline Bench Press (Dumbbell),4,8
,Chest + Shoulders + Triceps,BtB Lateral Raises,4,15
,Chest + Shoulders + Triceps,Skull Crushers,3,8
Back + Biceps,,,,
,Back + Biceps,Deadlifts,4,5
,Back + Biceps,Rear Flies,4,15
,Back + Biceps,EZ-Bar Curls,3,8
,Back + Biceps,Bicep Curls,4,12
Chest + Shoulders,,,,
,Chest + Shoulders,Incline Bench Press (Barbell),3,8
,Chest + Shoulders,Dips,3,8
,Chest + Shoulders,Overhead Press (Dumbbell),3,10
,Chest + Shoulders,Cable Lateral Raises,5,12
,Chest + Shoulders,Rope Pulldowns,3,12
Back + Arms,,,,
,Back + Arms,Pull Ups,4,-
,Back + Arms,Rows (Barbell),4,8
,Back + Arms,Back Extensions,3,12
,Back + Arms,Hammer Curls,4,12
,Back + Arms,Cable Curls ,3,12
Legs,,,,
,Legs,Back Squats,4,5
,Legs,Split Squats,3,6
,Legs,Calf Raises,4,12

,,,Total Sets,Max Set Lift (lbs),Max Volume (lbs),Estimated 1RM (lbs)
Arms,,,,,,
,Arms,Bicep Curls,126,35,300,42
,Arms,Cable Curls,54,22,264,31
,Arms,Concentrated Curls,23,25,176,29
,Arms,Hammer Curls,107,40,330,48
,Arms,Rope Pulldowns,72,66,825,92
,Arms,Skull Crushers,75,75,900,105
,Arms,EZ-Bar Curls,33,60,480,76
Back,,,,,,
,Back,Back Extensions,9,25,300,35
,Back,Bent Over Row (Dumbbell),,,,
,Back,Deadlifts,110,335,2450,391
,Back,Pull Ups,,,,
,Back,Rear Flies,102,110,1200,139
,Back,Rows (Barbell),64,155,1240,196
,Back,Seated Cable Rows,18,165,1320,209
Chest,,,,,,
,Chest,Bench Press (Barbell),128,215,1550,251
,Chest,Bench Press (Dumbbell),,,,
,Chest,Chest Flies,57,140,1260,177
,Chest,Dips,57,25,200,32
,Chest,Incline Bench Press (Barbell),53,165,990,198
,Chest,Incline Bench Press (Dumbbell),95,75,600,95
Legs,,,,,,
,Legs,Back Squat,80,315,1575,368
,Legs,Bulgarian Split Squats,18,50,600,70
,Legs,Calf Raises,79,230,2760,322
,Legs,Front Squat,23,185,1480,234
,Legs,Leg Extensions,,,,
,Legs,Split Squat,57,185,2220,259
Shoulders,,,,,,
,Shoulders,Arnold Press,24,50,500,67
,Shoulders,BtB Lateral Raises,91,20,247.5,25
,Shoulders,Cable Lateral Raises,45,16.5,240,24
,Shoulders,Egyptian Raises,15,35,280,44
,Shoulders,"Lateral, Front, Rear Raises",21,17.5,262.5,26
,Shoulders,Overhead Press (Barbell),,,,
,Shoulders,Overhead Press (Dumbbell),71,65,600,76
,Shoulders,Rear Delt Flies,8,25,250,33
,Shoulders,Seated Lateral Raises,27,30,300,40
,Shoulders,Shrugs,29,80,1200,105

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
,January 2026,"Jan 9, 2026",2,5,275,5,,1375,321
,January 2026,"Jan 9, 2026",3,5,295,7,,1475,344
,January 2026,"Jan 9, 2026",4,5,315,8,,1575,368
,January 2026,"Jan 22, 2026",1,5,275,6,,1375,321
,January 2026,"Jan 22, 2026",2,5,295,7,,1475,344
,January 2026,"Jan 22, 2026",3,5,315,8,,1575,368
,January 2026,"Jan 22, 2026",4,5,315,9,,1575,368
,January 2026,"Jan 27, 2026",1,5,225,6,,1125,263
,January 2026,"Jan 27, 2026",2,5,275,7,,1375,321
,January 2026,"Jan 27, 2026",3,5,295,7,,1475,344
,January 2026,"Jan 27, 2026",4,5,315,9,,1575,368
February 2026,,,12,,315,,,1575,368
,February 2026,"Feb 3, 2026",1,5,225,4,,1125,263
,February 2026,"Feb 3, 2026",2,5,275,6,,1375,321
,February 2026,"Feb 3, 2026",3,5,295,7,,1475,344
,February 2026,"Feb 3, 2026",4,5,315,8,,1575,368
,February 2026,"Feb 9, 2026",1,5,225,5,,1125,263
,February 2026,"Feb 9, 2026",2,5,275,6,,1375,321
,February 2026,"Feb 9, 2026",3,5,315,9,,1575,368
,February 2026,"Feb 9, 2026",4,5,315,9,,1575,368
,February 2026,"Feb 21, 2026",1,5,225,2,,1125,263
,February 2026,"Feb 21, 2026",2,5,275,4,,1375,321
,February 2026,"Feb 21, 2026",3,5,315,8,,1575,368
,February 2026,"Feb 21, 2026",4,5,315,8,,1575,368
March 2026,,,12,,315,,,1575,368
,March 2026,"Mar 1, 2026",1,5,225,2,,1125,263
,March 2026,"Mar 1, 2026",2,5,275,4,,1375,321
,March 2026,"Mar 1, 2026",3,5,315,8,,1575,368
,March 2026,"Mar 1, 2026",4,5,315,8,,1575,368
,March 2026,"Mar 8, 2026",1,5,225,2,,1125,263
,March 2026,"Mar 8, 2026",2,5,275,4,,1375,321
,March 2026,"Mar 8, 2026",3,5,315,8,,1575,368
,March 2026,"Mar 8, 2026",4,5,315,8,,1575,368
,March 2026,"Mar 22, 2026",1,5,225,2,,1125,263
,March 2026,"Mar 22, 2026",2,5,275,4,,1375,321
,March 2026,"Mar 22, 2026",3,5,315,7,,1575,368
,March 2026,"Mar 22, 2026",4,5,315,8,,1575,368
April 2026,,,12,,315,,,1575,368
,April 2026,"Apr 5, 2026",1,5,225,3,,1125,263
,April 2026,"Apr 5, 2026",2,5,275,4,,1375,321
,April 2026,"Apr 5, 2026",3,5,315,8,,1575,368
,April 2026,"Apr 5, 2026",4,5,315,8,,1575,368
,April 2026,"Apr 12, 2026",1,5,225,4,,1125,263
,April 2026,"Apr 12, 2026",2,5,275,6,,1375,321
,April 2026,"Apr 12, 2026",3,5,315,8,,1575,368
,April 2026,"Apr 12, 2026",4,5,315,8,,1575,368
,April 2026,"Apr 23, 2026",1,5,225,3,,1125,263
,April 2026,"Apr 23, 2026",2,5,275,4,,1375,321
,April 2026,"Apr 23, 2026",3,5,315,6,,1575,368
,April 2026,"Apr 23, 2026",4,5,315,7,,1575,368
May 2026,,,8,,335,,,1675,391
,May 2026,"May 3, 2026",1,5,225,2,,1125,263
,May 2026,"May 3, 2026",2,5,275,4,,1375,321
,May 2026,"May 3, 2026",3,5,315,6,,1575,368
,May 2026,"May 3, 2026",4,5,335,7,,1675,391
,May 2026,"May 15, 2026",1,5,225,2,,1125,263
,May 2026,"May 15, 2026",2,5,275,4,,1375,321
,May 2026,"May 15, 2026",3,5,315,6,,1575,368
,May 2026,"May 15, 2026",4,5,335,8,,1675,391

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,6,,25,,,300,35
,January 2025,"Jan 21, 2025",1,12,15,2,,180,21
,January 2025,"Jan 21, 2025",2,12,25,9,,300,35
,January 2025,"Jan 21, 2025",3,12,25,8,,300,35
,January 2025,"Jan 26, 2025",1,12,20,3,,240,28
,January 2025,"Jan 26, 2025",2,12,25,8,,300,35
,January 2025,"Jan 26, 2025",3,12,25,9,,300,35
February 2025,,,9,,35,,,420,49
,February 2025,"Feb 5, 2025",1,12,25,4,,300,35
,February 2025,"Feb 5, 2025",2,12,30,8,,360,42
,February 2025,"Feb 5, 2025",3,12,30,10,,360,42
,February 2025,"Feb 15, 2025",1,12,30,5,,360,42
,February 2025,"Feb 15, 2025",2,12,35,10,,420,49
,February 2025,"Feb 15, 2025",3,12,30,9,,360,42
,February 2025,"Feb 21, 2025",1,12,30,7,,360,42
,February 2025,"Feb 21, 2025",2,12,30,7,,360,42
,February 2025,"Feb 21, 2025",3,12,35,9,,420,49
March 2025,,,3,,35,,,420,49
,March 2025,"Mar 1, 2025",1,12,30,6,,360,42
,March 2025,"Mar 1, 2025",2,12,35,9,,420,49
,March 2025,"Mar 1, 2025",3,12,30,9,,360,42
November 2025,,,6,,40,,,480,56
,November 2025,"Nov 25, 2025",1,12,30,3,,360,42
,November 2025,"Nov 25, 2025",2,12,35,7,,420,49
,November 2025,"Nov 25, 2025",3,12,35,9,,420,49
,November 2025,"Nov 30, 2025",1,12,35,5,,420,49
,November 2025,"Nov 30, 2025",2,12,40,9,,480,56
,November 2025,"Nov 30, 2025",3,12,35,9,,420,49
December 2025,,,3,,42.5,,,510,60
,December 2025,"Dec 11, 2025",1,12,35,4,,420,49
,December 2025,"Dec 11, 2025",2,12,42.5,8,,510,60
,December 2025,"Dec 11, 2025",3,12,42.5,9,,510,60
January 2026,,,12,,50,,,600,70
,January 2026,"Jan 3, 2026",1,12,40,7,,480,56
,January 2026,"Jan 3, 2026",2,12,40,8,,480,56
,January 2026,"Jan 3, 2026",3,12,40,9,,480,56
,January 2026,"Jan 11, 2026",1,12,42.5,6,,510,60
,January 2026,"Jan 11, 2026",2,12,50,9,,600,70
,January 2026,"Jan 11, 2026",3,12,45,10,,540,63
,January 2026,"Jan 23, 2026",1,12,44,6,,528,62
,January 2026,"Jan 23, 2026",2,12,49.5,8,,594,69
,January 2026,"Jan 23, 2026",3,12,49.5,10,,594,69
,January 2026,"Jan 28, 2026",1,12,49.5,7,,594,69
,January 2026,"Jan 28, 2026",2,12,49.5,8,,594,69
,January 2026,"Jan 28, 2026",3,12,49.5,10,,594,69
February 2026,,,12,,55,,,660,77
,February 2026,"Feb 5, 2026",1,12,49.5,6,,594,69
,February 2026,"Feb 5, 2026",2,12,49.5,8,,594,69
,February 2026,"Feb 5, 2026",3,12,49.5,10,,594,69
,February 2026,"Feb 8, 2026",1,12,49.5,4,,594,69
,February 2026,"Feb 8, 2026",2,12,49.5,6,,594,69
,February 2026,"Feb 8, 2026",3,12,49.5,9,,594,69
,February 2026,"Feb 14, 2026",1,12,49.5,3,,594,69
,February 2026,"Feb 14, 2026",2,12,55,8,,660,77
,February 2026,"Feb 14, 2026",3,12,49.5,8,,594,69
,February 2026,"Feb 22, 2026",1,12,49.5,3,,594,69
,February 2026,"Feb 22, 2026",2,12,55,8,,660,77
,February 2026,"Feb 22, 2026",3,12,49.5,8,,594,69
March 2026,,,6,,55,,,825,83
,March 2026,"Mar 6, 2026",1,15,55,5,,825,83
,March 2026,"Mar 6, 2026",2,15,55,7,,825,83
,March 2026,"Mar 6, 2026",3,15,55,9,,825,83
,March 2026,"Mar 25, 2026",1,15,55,4,,825,83
,March 2026,"Mar 25, 2026",2,15,55,6,,825,83
,March 2026,"Mar 25, 2026",3,15,55,8,,825,83
April 2026,,,12,,60.5,,,825,85
,April 2026,"Apr 4, 2026",1,15,55,6,,825,83
,April 2026,"Apr 4, 2026",2,12,55,7,,660,77
,April 2026,"Apr 4, 2026",3,12,55,9,,660,77
,April 2026,"Apr 11, 2026",1,12,55,4,,660,77
,April 2026,"Apr 11, 2026",2,12,60.5,9,,726,85
,April 2026,"Apr 11, 2026",3,12,55,9,,660,77
,April 2026,"Apr 25, 2026",1,12,55,4,,660,77
,April 2026,"Apr 25, 2026",2,12,60.5,9,,726,85
,April 2026,"Apr 25, 2026",3,12,55,7,,660,77
,April 2026,"Apr 29, 2026",1,12,60.5,6,,726,85
,April 2026,"Apr 29, 2026",2,12,60.5,7,,726,85
,April 2026,"Apr 29, 2026",3,12,60.5,9,,726,85
May 2026,,,3,,66,,,792,92
,May 2026,"May 12, 2026",1,12,60.5,7,,726,85
,May 2026,"May 12, 2026",2,12,60.5,6,,726,85
,May 2026,"May 12, 2026",3,12,66,9,,792,92

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,6,,50,,,600,70
,January 2025,"Jan 21, 2025",1,12,40,6,,480,56
,January 2025,"Jan 21, 2025",2,12,50,8,,600,70
,January 2025,"Jan 21, 2025",3,10,50,10,,500,67
,January 2025,"Jan 26, 2025",1,12,45,7,,540,63
,January 2025,"Jan 26, 2025",2,12,45,10,,540,63
,January 2025,"Jan 26, 2025",3,8,40,10,,320,51
February 2025,,,9,,55,,,660,77
,February 2025,"Feb 5, 2025",1,12,45,7,,540,63
,February 2025,"Feb 5, 2025",2,12,45,8,,540,63
,February 2025,"Feb 5, 2025",3,12,45,9,,540,63
,February 2025,"Feb 15, 2025",1,12,45,5,,540,63
,February 2025,"Feb 15, 2025",2,12,50,6,,600,70
,February 2025,"Feb 15, 2025",3,12,55,8,,660,77
,February 2025,"Feb 21, 2025",1,12,50,5,,600,70
,February 2025,"Feb 21, 2025",2,12,55,7,,660,77
,February 2025,"Feb 21, 2025",3,12,55,8,,660,77
March 2025,,,3,,60,,,720,84
,March 2025,"Mar 1, 2025",1,12,55,6,,660,77
,March 2025,"Mar 1, 2025",2,12,55,6,,660,77
,March 2025,"Mar 1, 2025",3,12,60,9,,720,84
September 2025,,,6,,65,,,540,82
,September 2025,"Sep 18, 2025",1,8,55,8,,440,70
,September 2025,"Sep 18, 2025",2,8,55,8,,440,70
,September 2025,"Sep 18, 2025",3,8,55,8,,440,70
,September 2025,"Sep 27, 2025",1,8,55,5,,440,70
,September 2025,"Sep 27, 2025",2,9,60,7,,540,78
,September 2025,"Sep 27, 2025",3,8,65,7,,520,82
October 2025,,,3,,70,,,560,89
,October 2025,"Oct 30, 2025",1,8,60,4,,480,76
,October 2025,"Oct 30, 2025",2,8,65,6,,520,82
,October 2025,"Oct 30, 2025",3,8,70,8,,560,89
November 2025,,,6,,70,,,585,89
,November 2025,"Nov 25, 2025",1,8,65,7,,520,82
,November 2025,"Nov 25, 2025",2,8,70,8,,560,89
,November 2025,"Nov 25, 2025",3,8,70,9,,560,89
,November 2025,"Nov 28, 2025",1,9,65,6,,585,85
,November 2025,"Nov 28, 2025",2,8,70,6,,560,89
,November 2025,"Nov 28, 2025",3,8,70,7,,560,89
December 2025,,,9,,75,,,600,95
,December 2025,"Dec 6, 2025",1,8,70,6,,560,89
,December 2025,"Dec 6, 2025",2,8,70,7,,560,89
,December 2025,"Dec 6, 2025",3,8,75,8,,600,95
,December 2025,"Dec 14, 2025",1,8,70,5,,560,89
,December 2025,"Dec 14, 2025",2,8,75,7,,600,95
,December 2025,"Dec 14, 2025",3,8,75,7,,600,95
,December 2025,"Dec 30, 2025",1,8,70,6,,560,89
,December 2025,"Dec 30, 2025",2,8,75,8,,600,95
,December 2025,"Dec 30, 2025",3,8,75,8,,600,95
January 2026,,,9,,75,,,900,105
,January 2026,"Jan 8, 2026",1,8,75,8,,600,95
,January 2026,"Jan 9, 2026",2,8,70,7,,560,89
,January 2026,"Jan 9, 2026",3,8,70,7,,560,89
,January 2026,"Jan 17, 2026",1,12,70,7,,840,98
,January 2026,"Jan 17, 2026",2,12,70,7,,840,98
,January 2026,"Jan 17, 2026",3,12,70,9,,840,98
,January 2026,"Jan 26, 2026",1,12,70,6,,840,98
,January 2026,"Jan 26, 2026",2,12,75,7,,900,105
,January 2026,"Jan 26, 2026",3,12,75,10,,900,105
February 2026,,,9,,75,,,900,105
,February 2026,"Feb 1, 2026",1,12,70,6,,840,98
,February 2026,"Feb 1, 2026",2,12,75,8,,900,105
,February 2026,"Feb 3, 2026",3,12,75,10,,900,105
,February 2026,"Feb 19, 2026",1,12,70,6,,840,98
,February 2026,"Feb 19, 2026",2,12,75,7,,900,105
,February 2026,"Feb 19, 2026",3,12,75,8,,900,105
,February 2026,"Feb 26, 2026",1,12,75,7,,900,105
,February 2026,"Feb 26, 2026",2,12,75,7,,900,105
,February 2026,"Feb 26, 2026",3,12,75,9,,900,105
March 2026,,,3,,75,,,900,105
,March 2026,"Mar 21, 2026",1,12,75,4,,900,105
,March 2026,"Mar 21, 2026",2,12,75,7,,900,105
,March 2026,"Mar 21, 2026",3,12,75,9,,900,105
April 2026,,,9,,75,,,900,105
,April 2026,"Apr 1, 2026",1,12,75,6,,900,105
,April 2026,"Apr 1, 2026",2,12,75,7,,900,105
,April 2026,"Apr 1, 2026",3,12,75,9,,900,105
,April 2026,"Apr 16, 2026",1,12,75,7,,900,105
,April 2026,"Apr 16, 2026",2,12,75,8,,900,105
,April 2026,"Apr 16, 2026",3,12,75,10,,900,105
,April 2026,"Apr 19, 2026",1,12,75,5,,900,105
,April 2026,"Apr 19, 2026",2,12,75,7,,900,105
,April 2026,"Apr 19, 2026",3,12,75,8,,900,105
May 2026,,,3,,75,,,900,105
,May 2026,"May 5, 2026",1,12,75,6,,900,105
,May 2026,"May 5, 2026",2,12,75,7,,900,105
,May 2026,"May 5, 2026",3,12,75,8,,900,105

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,6,,90,,,1080,126
,January 2025,"Jan 21, 2025",1,12,90,6,,1080,126
,January 2025,"Jan 21, 2025",2,12,90,8,,1080,126
,January 2025,"Jan 21, 2025",3,10,90,10,,900,120
,January 2025,"Jan 26, 2025",1,12,90,8,,1080,126
,January 2025,"Jan 26, 2025",2,12,85,8,,1020,119
,January 2025,"Jan 26, 2025",3,12,85,8,,1020,119
February 2025,,,9,,100,,,1200,140
,February 2025,"Feb 5, 2025",1,12,90,6,,1080,126
,February 2025,"Feb 5, 2025",2,12,90,7,,1080,126
,February 2025,"Feb 5, 2025",3,12,95,9,,1140,133
,February 2025,"Feb 15, 2025",1,12,95,7,,1140,133
,February 2025,"Feb 15, 2025",2,12,95,8,,1140,133
,February 2025,"Feb 15, 2025",3,12,95,8,,1140,133
,February 2025,"Feb 21, 2025",1,12,95,6,,1140,133
,February 2025,"Feb 21, 2025",2,12,95,7,,1140,133
,February 2025,"Feb 21, 2025",3,12,100,8,,1200,140
March 2025,,,3,,105,,,1260,147
,March 2025,"Mar 1, 2025",1,12,95,6,,1140,133
,March 2025,"Mar 1, 2025",2,12,100,7,,1200,140
,March 2025,"Mar 1, 2025",3,12,105,8,,1260,147
September 2025,,,9,,120,,,960,152
,September 2025,"Sep 15, 2025",1,8,100,5,,800,127
,September 2025,"Sep 15, 2025",2,8,100,6,,800,127
,September 2025,"Sep 15, 2025",3,8,110,8,,880,139
,September 2025,"Sep 24, 2025",1,8,110,7,,880,139
,September 2025,"Sep 24, 2025",2,8,110,7,,880,139
,September 2025,"Sep 24, 2025",3,8,110,6,,880,139
,September 2025,"Sep 30, 2025",1,8,120,7,,960,152
,September 2025,"Sep 30, 2025",2,8,120,8,,960,152
,September 2025,"Sep 30, 2025",3,8,120,8,,960,152
October 2025,,,6,,120,,,960,152
,October 2025,"Oct 24, 2025",1,8,120,7,,960,152
,October 2025,"Oct 24, 2025",2,8,120,7,,960,152
,October 2025,"Oct 24, 2025",3,8,120,7,,960,152
,October 2025,"Oct 30, 2025",1,8,110,4,,880,139
,October 2025,"Oct 30, 2025",2,8,120,7,,960,152
,October 2025,"Oct 30, 2025",3,8,120,7,,960,152
November 2025,,,9,,140,,,1120,177
,November 2025,"Nov 8, 2025",1,8,120,5,,960,152
,November 2025,"Nov 8, 2025",2,8,130,6,,1040,165
,November 2025,"Nov 8, 2025",3,8,140,8,,1120,177
,November 2025,"Nov 22, 2025",1,8,140,8,,1120,177
,November 2025,"Nov 22, 2025",2,8,140,8,,1120,177
,November 2025,"Nov 22, 2025",3,8,140,8,,1120,177
,November 2025,"Nov 28, 2025",1,8,140,7,,1120,177
,November 2025,"Nov 28, 2025",2,8,140,8,,1120,177
,November 2025,"Nov 28, 2025",3,8,140,8,,1120,177
December 2025,,,3,,140,,,1120,177
,December 2025,"Dec 14, 2025",1,8,140,6,,1120,177
,December 2025,"Dec 14, 2025",2,8,140,8,,1120,177
,December 2025,"Dec 14, 2025",3,8,140,8,,1120,177
January 2026,,,3,,140,,,1120,177
,January 2026,"Jan 8, 2026",1,8,140,6,,1120,177
,January 2026,"Jan 8, 2026",2,8,140,7,,1120,177
,January 2026,"Jan 8, 2026",3,8,140,7,,1120,177
February 2026,,,6,,140,,,1120,177
,February 2026,"Feb 19, 2026",1,8,140,7,,1120,177
,February 2026,"Feb 19, 2026",2,8,140,7,,1120,177
,February 2026,"Feb 19, 2026",3,8,140,7,,1120,177
,February 2026,"Feb 26, 2026",1,8,140,7,,1120,177
,February 2026,"Feb 26, 2026",2,8,140,7,,1120,177
,February 2026,"Feb 26, 2026",3,8,140,7,,1120,177
April 2026,,,3,,130,,,1040,165
,April 2026,"Apr 1, 2026",1,8,130,8,,1040,165
,April 2026,"Apr 1, 2026",2,8,130,7,,1040,165
,April 2026,"Apr 1, 2026",3,8,130,7,,1040,165

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,8,,95,,,760,120
,January 2025,"Jan 21, 2025",1,8,95,8,,760,120
,January 2025,"Jan 21, 2025",2,8,95,10,,760,120
,January 2025,"Jan 21, 2025",3,8,65,3,,520,82
,January 2025,"Jan 21, 2025",4,8,85,7,,680,108
,January 2025,"Jan 26, 2025",1,8,85,6,,680,108
,January 2025,"Jan 26, 2025",2,8,85,7,,680,108
,January 2025,"Jan 26, 2025",3,8,95,9,,760,120
,January 2025,"Jan 26, 2025",4,8,85,8,,680,108
February 2025,,,8,,115,,,920,146
,February 2025,"Feb 15, 2025",1,8,95,5,,760,120
,February 2025,"Feb 15, 2025",2,8,115,8,,920,146
,February 2025,"Feb 15, 2025",3,8,115,9,,920,146
,February 2025,"Feb 15, 2025",4,8,95,8,,760,120
,February 2025,"Feb 21, 2025",1,8,115,5,,920,146
,February 2025,"Feb 21, 2025",2,8,115,7,,920,146
,February 2025,"Feb 21, 2025",3,8,115,8,,920,146
,February 2025,"Feb 21, 2025",4,8,115,8,,920,146
March 2025,,,4,,115,,,920,146
,March 2025,"Mar 1, 2025",1,8,115,7,,920,146
,March 2025,"Mar 1, 2025",2,8,115,8,,920,146
,March 2025,"Mar 1, 2025",3,8,115,8,,920,146
,March 2025,"Mar 1, 2025",4,8,115,9,,920,146
September 2025,,,9,,135,,,810,162
,September 2025,"Sep 15, 2025",1,6,135,7,,810,162
,September 2025,"Sep 15, 2025",2,6,135,8,,810,162
,September 2025,"Sep 15, 2025",3,6,135,9,,810,162
,September 2025,"Sep 24, 2025",1,6,135,8,,810,162
,September 2025,"Sep 24, 2025",2,6,135,8,,810,162
,September 2025,"Sep 24, 2025",3,6,135,9,,810,162
,September 2025,"Sep 30, 2025",1,6,135,8,,810,162
,September 2025,"Sep 30, 2025",2,6,135,8,,810,162
,September 2025,"Sep 30, 2025",3,6,135,9,,810,162
October 2025,,,6,,155,,,930,186
,October 2025,"Oct 24, 2025",1,6,135,6,,810,162
,October 2025,"Oct 24, 2025",2,6,155,10,,930,186
,October 2025,"Oct 24, 2025",3,6,135,8,,810,162
,October 2025,"Oct 30, 2025",1,6,135,4,,810,162
,October 2025,"Oct 30, 2025",2,6,155,9,,930,186
,October 2025,"Oct 30, 2025",3,5,155,10,,775,181
November 2025,,,12,,165,,,990,198
,November 2025,"Nov 8, 2025",1,6,135,6,,810,162
,November 2025,"Nov 8, 2025",2,6,155,9,,930,186
,November 2025,"Nov 8, 2025",3,6,135,7,,810,162
,November 2025,"Nov 16, 2025",1,6,135,6,,810,162
,November 2025,"Nov 16, 2025",2,6,135,5,,810,162
,November 2025,"Nov 16, 2025",3,6,155,9,,930,186
,November 2025,"Nov 22, 2025",1,6,135,6,,810,162
,November 2025,"Nov 22, 2025",2,6,155,8,,930,186
,November 2025,"Nov 22, 2025",3,6,155,9,,930,186
,November 2025,"Nov 30, 2025",1,6,135,6,,810,162
,November 2025,"Nov 30, 2025",2,6,155,7,,930,186
,November 2025,"Nov 30, 2025",3,6,165,8,,990,198
January 2026,,,3,,165,,,990,198
,January 2026,"Jan 11, 2026",1,6,155,7,,930,186
,January 2026,"Jan 11, 2026",2,6,155,7,,930,186
,January 2026,"Jan 11, 2026",3,6,165,8,,990,198
April 2026,,,3,,155,,,930,186
,April 2026,"Apr 16, 2026",1,6,135,6,,810,162
,April 2026,"Apr 16, 2026",2,6,135,6,,810,162
,April 2026,"Apr 16, 2026",3,6,155,7,,930,186
(error),,,0,,0,,,0,0
,,,,,,,,0,0

,,Date,Set,Reps,Weight (lbs),Difficulty,,Volume (lbs),Est 1RM
January 2025,,,8,,135,,,1350,180
,January 2025,"Jan 21, 2025",1,10,135,6,,1350,180
,January 2025,"Jan 21, 2025",2,10,135,9,,1350,180
,January 2025,"Jan 21, 2025",3,10,115,9,,1150,153
,January 2025,"Jan 21, 2025",4,10,95,5,,950,127
,January 2025,"Jan 26, 2025",1,10,135,7,,1350,180
,January 2025,"Jan 26, 2025",2,10,135,10,,1350,180
,January 2025,"Jan 26, 2025",3,10,115,10,,1150,153
,January 2025,"Jan 26, 2025",4,10,95,8,,950,127
February 2025,,,12,,135,,,1350,180
,February 2025,"Feb 5, 2025",1,10,135,7,,1350,180
,February 2025,"Feb 5, 2025",2,10,135,9,,1350,180
,February 2025,"Feb 5, 2025",3,10,115,9,,1150,153
,February 2025,"Feb 5, 2025",4,10,95,8,,950,127
,February 2025,"Feb 15, 2025",1,10,135,5,,1350,180
,February 2025,"Feb 15, 2025",2,10,135,7,,1350,180
,February 2025,"Feb 15, 2025",3,10,135,10,,1350,180
,February 2025,"Feb 15, 2025",4,10,115,10,,1150,153
,February 2025,"Feb 21, 2025",1,10,135,7,,1350,180
,February 2025,"Feb 21, 2025",2,10,135,8,,1350,180
,February 2025,"Feb 21, 2025",3,10,135,9,,1350,180
,February 2025,"Feb 21, 2025",4,10,115,7,,1150,153
March 2025,,,4,,155,,,1550,207
,March 2025,"Mar 1, 2025",1,10,135,5,,1350,180
,March 2025,"Mar 1, 2025",2,10,155,8,,1550,207
,March 2025,"Mar 1, 2025",3,10,135,7,,1350,180
,March 2025,"Mar 1, 2025",4,10,135,10,,1350,180
September 2025,,,12,,175,,,1350,204
,September 2025,"Sep 15, 2025",1,5,155,4,,775,181
,September 2025,"Sep 15, 2025",2,5,165,8,,825,193
,September 2025,"Sep 15, 2025",3,5,165,7,,825,193
,September 2025,"Sep 15, 2025",4,5,165,9,,825,193
,September 2025,"Sep 24, 2025",1,5,155,4,,775,181
,September 2025,"Sep 24, 2025",2,5,165,8,,825,193
,September 2025,"Sep 24, 2025",3,4,175,10,,700,198
,September 2025,"Sep 24, 2025",4,10,135,7,,1350,180
,September 2025,"Sep 30, 2025",1,5,155,4,,775,181
,September 2025,"Sep 30, 2025",2,5,175,9,,875,204
,September 2025,"Sep 30, 2025",3,5,155,6,,775,181
,September 2025,"Sep 30, 2025",4,5,165,8,,825,193
October 2025,,,8,,185,,,925,216
,October 2025,"Oct 24, 2025",1,5,155,3,,775,181
,October 2025,"Oct 24, 2025",2,5,175,8,,875,204
,October 2025,"Oct 24, 2025",3,5,165,6,,825,193
,October 2025,"Oct 24, 2025",4,5,175,9,,875,204
,October 2025,"Oct 30, 2025",1,5,155,2,,775,181
,October 2025,"Oct 30, 2025",2,5,175,7,,875,204
,October 2025,"Oct 30, 2025",3,5,185,9,,925,216
,October 2025,"Oct 30, 2025",4,5,175,9,,875,204
November 2025,,,16,,205,,,1025,239
,November 2025,"Nov 8, 2025",1,5,155,4,,775,181
,November 2025,"Nov 8, 2025",2,5,175,8,,875,204
,November 2025,"Nov 8, 2025",3,5,175,8,,875,204
,November 2025,"Nov 8, 2025",4,5,175,8,,875,204
,November 2025,"Nov 16, 2025",1,5,155,2,,775,181
,November 2025,"Nov 16, 2025",2,5,177,6,,885,207
,November 2025,"Nov 16, 2025",3,5,185,9,,925,216
,November 2025,"Nov 16, 2025",4,5,185,9,,925,216
,November 2025,"Nov 22, 2025",1,5,165,5,,825,193
,November 2025,"Nov 22, 2025",2,5,175,7,,875,204
,November 2025,"Nov 22, 2025",3,5,185,9,,925,216
,November 2025,"Nov 22, 2025",4,5,185,9,,925,216
,November 2025,"Nov 28, 2025",1,6,165,4,,990,198
,November 2025,"Nov 28, 2025",2,5,185,6,,925,216
,November 2025,"Nov 28, 2025",3,5,205,9,,1025,239
,November 2025,"Nov 28, 2025",4,5,185,8,,925,216
